2.226502280099204256e+01,1.805310175674485862e+01,0.000000000000000000e+00
2.350512567961141741e+01,2.433668892704840658e+01,0.000000000000000000e+00
2.385426884258341929e+01,2.316250039605514388e+01,0.000000000000000000e+00
2.464458330978198575e+01,2.981891278742597251e+01,0.000000000000000000e+00
7.204298484564564831e+01,5.022379325298123121e+01,1.000000000000000000e+00
2.367610589959786793e+01,2.354017476418826504e+01,0.000000000000000000e+00
2.774995817032274914e+01,3.017120222588962974e+01,0.000000000000000000e+00
2.425893382068082360e+01,2.057101086309288007e+01,0.000000000000000000e+00
2.473317337962327045e+01,2.640711616852577848e+01,0.000000000000000000e+00
7.351995250237654034e+01,4.607504877483218308e+01,1.000000000000000000e+00
2.457058037394197569e+01,2.735637238163781504e+01,0.000000000000000000e+00
2.293593536086483198e+01,2.250679056987159754e+01,0.000000000000000000e+00
2.466353545297481986e+01,2.609252013698127115e+01,0.000000000000000000e+00
2.110959729449985645e+01,2.079124374275208709e+01,0.000000000000000000e+00
7.533929915917295261e+01,5.192996082789348122e+01,1.000000000000000000e+00
7.524643476683080223e+01,5.251857703364691332e+01,1.000000000000000000e+00
7.564293579217321906e+01,5.114084004291945718e+01,1.000000000000000000e+00
8.319085683858810398e+01,4.870860276461305460e+01,1.000000000000000000e+00
2.218820993745981696e+01,2.299106127379742048e+01,0.000000000000000000e+00
7.682592632671884303e+01,4.083555147023745491e+01,1.000000000000000000e+00
7.494636962185728635e+01,4.897726520568200925e+01,1.000000000000000000e+00
2.917662245959594358e+01,3.092673033000967919e+01,0.000000000000000000e+00
7.292408154349801919e+01,4.624101013991723619e+01,1.000000000000000000e+00
7.278788891422082941e+01,4.817563822304244070e+01,1.000000000000000000e+00
2.265378786034866110e+01,2.105668819295954464e+01,0.000000000000000000e+00
7.567973767993836987e+01,4.984562192181277851e+01,1.000000000000000000e+00
2.551679808214486656e+01,2.448969649490862110e+01,0.000000000000000000e+00
7.478508819846170752e+01,5.067858002803340867e+01,1.000000000000000000e+00
2.515613827898094002e+01,2.921432595879512562e+01,0.000000000000000000e+00
2.240641989094546105e+01,2.175566911361638489e+01,0.000000000000000000e+00
7.808481769436542663e+01,5.639135110153965513e+01,1.000000000000000000e+00
7.007311247160379253e+01,4.892791872398811392e+01,1.000000000000000000e+00
2.302094172792000393e+01,2.192114975301797841e+01,0.000000000000000000e+00
7.755319853903650085e+01,5.188385878766020909e+01,1.000000000000000000e+00
7.539836809261990425e+01,5.278211120829256231e+01,1.000000000000000000e+00
2.303149417179078995e+01,2.108592111158582938e+01,0.000000000000000000e+00
7.559325965452939045e+01,4.398338979091226975e+01,1.000000000000000000e+00
7.641763500970536427e+01,4.906858049579686565e+01,1.000000000000000000e+00
7.498714085391613082e+01,4.752870772508268971e+01,1.000000000000000000e+00
2.041018456409028659e+01,1.794925593298782474e+01,0.000000000000000000e+00
2.497566857608629221e+01,2.715525685531297384e+01,0.000000000000000000e+00
7.923702455767887898e+01,5.281016360201498827e+01,1.000000000000000000e+00
7.770774306073693083e+01,4.861046326670980733e+01,1.000000000000000000e+00
7.112718673911086853e+01,4.660630461438388750e+01,1.000000000000000000e+00
7.175355764580707785e+01,4.999244788783126126e+01,1.000000000000000000e+00
2.334955938687702570e+01,2.173522813274670895e+01,0.000000000000000000e+00
7.099476183404983942e+01,4.927506471979562264e+01,1.000000000000000000e+00
7.395230993543675879e+01,4.968809301451668858e+01,1.000000000000000000e+00
2.307424756372050112e+01,2.049051549598619104e+01,0.000000000000000000e+00
2.455936803218337516e+01,2.184597770983253184e+01,0.000000000000000000e+00
2.414817752520023575e+01,2.531020303537320970e+01,0.000000000000000000e+00
2.405081160478017210e+01,2.355718165661550145e+01,0.000000000000000000e+00
7.910067622715425273e+01,4.767890294469469126e+01,1.000000000000000000e+00
2.530777616148811049e+01,2.606244728099957797e+01,0.000000000000000000e+00
2.347787735539958831e+01,2.156170736330554050e+01,0.000000000000000000e+00
2.276629289164582559e+01,1.992251768920873900e+01,0.000000000000000000e+00
7.650801150917320115e+01,4.954572649273719520e+01,1.000000000000000000e+00
2.700646473505305423e+01,2.791307998507987875e+01,0.000000000000000000e+00
3.012382603235649015e+01,3.286825350979982119e+01,0.000000000000000000e+00
7.658743392358083213e+01,5.066225498640162073e+01,1.000000000000000000e+00
7.664657209243989655e+01,5.199830484529686458e+01,1.000000000000000000e+00
7.954238072190145203e+01,5.022533236043918947e+01,1.000000000000000000e+00
2.336755597461186440e+01,2.443670769671399867e+01,0.000000000000000000e+00
2.292244609796703259e+01,2.389024135275927918e+01,0.000000000000000000e+00
7.657086592805853797e+01,5.474553350907250149e+01,1.000000000000000000e+00
7.347264238625447774e+01,4.763846484348569277e+01,1.000000000000000000e+00
6.854546846954586670e+01,4.588851765451151721e+01,1.000000000000000000e+00
7.601311715199354069e+01,5.310834736978114989e+01,1.000000000000000000e+00
7.830896254257280020e+01,4.715558368646603782e+01,1.000000000000000000e+00
7.281848194266719076e+01,5.153086075197283833e+01,1.000000000000000000e+00
2.610992468575490477e+01,2.816002326960890656e+01,0.000000000000000000e+00
2.318726975664070622e+01,1.833071161138675009e+01,0.000000000000000000e+00
2.494139085214673912e+01,2.603544096431914667e+01,0.000000000000000000e+00
2.445891429601747191e+01,2.649091941487747448e+01,0.000000000000000000e+00
2.442423558791301375e+01,2.165765755953449556e+01,0.000000000000000000e+00
7.322886546880633318e+01,4.880846909914949805e+01,1.000000000000000000e+00
7.460354785101405639e+01,4.812354531402293389e+01,1.000000000000000000e+00
2.548320622050043838e+01,2.515642919368718466e+01,0.000000000000000000e+00
2.105006571798754322e+01,2.146962193237315830e+01,0.000000000000000000e+00
7.268946592592679679e+01,4.771054230039978705e+01,1.000000000000000000e+00
7.368068982883572460e+01,4.850308678772845639e+01,1.000000000000000000e+00
7.769717837208430922e+01,4.894063185874803423e+01,1.000000000000000000e+00
2.274393770883835231e+01,2.031166105458998317e+01,0.000000000000000000e+00
2.562101520011735900e+01,2.717999911124114476e+01,0.000000000000000000e+00
2.858828193677609164e+01,2.905259963168734672e+01,0.000000000000000000e+00
2.496729100314928473e+01,2.689981043077171563e+01,0.000000000000000000e+00
2.118153281846019098e+01,1.959665437469208271e+01,0.000000000000000000e+00
2.965702035234606271e+01,3.596122093807495190e+01,0.000000000000000000e+00
6.945811588301130257e+01,4.858475249010239594e+01,1.000000000000000000e+00
